Recipe_ID,Dish Name,Original Ingredient,Category,Quantity,Unit (Original),Standardised Ingredient,Unit (Standardised)
243,Cauliflower Walnut Meat Taco,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
243,Cauliflower Walnut Meat Taco,"1 whole, raw, medium, Lime Juice",Spices (Whole/Seeds),1,whole,"Raw, Medium, Lime Juice",whole
243,Cauliflower Walnut Meat Taco,"0.50 tsp, Garlic powder",Spices (Powder),0.5,tsp,Garlic Powder,tsp
243,Cauliflower Walnut Meat Taco,"1 tbsp (6 g), Cumin",Spices (Powder),1,tbsp (6 g),Cumin,tbsp (6 g)
243,Cauliflower Walnut Meat Taco,"0.12 tsp, Cayenne Pepper",Spices (Powder),0.12,tsp,Cayenne Pepper,tsp
244,Braised Coconut Spinach & Chickpeas with Lemon,"420 g, Young Spinach (260g Bag)",Vegetables,420,g,Young Spinach,g
244,Braised Coconut Spinach & Chickpeas with Lemon,"1 Tbsp, Ghee",Oils/Fats,1,tbsp,Ghee,tbsp
244,Braised Coconut Spinach & Chickpeas with Lemon,"4 clove, Garlic",Fresh Aromatics,4,clove,Garlic,clove
244,Braised Coconut Spinach & Chickpeas with Lemon,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
244,Braised Coconut Spinach & Chickpeas with Lemon,"94 g, White Onion Raw",Vegetables,94,g,White Onion Raw,g
244,Braised Coconut Spinach & Chickpeas with Lemon,"30 g, dehydrated sun dried tomatoes",Vegetables,30,g,Dehydrated Sun Dried Tomatoes,g
244,Braised Coconut Spinach & Chickpeas with Lemon,"400 ml, Rich &amp; Creamy Coconut Milk Uk",Dairy,400,ml,Rich &amp; Creamy Coconut Milk Uk,ml
244,Braised Coconut Spinach & Chickpeas with Lemon,"10 g, Ginger",Fresh Aromatics,10,g,Fresh Ginger,g
244,Braised Coconut Spinach & Chickpeas with Lemon,"5 Tbsp, Lemon",Citrus/Acid,5,tbsp,Lemon,tbsp
244,Braised Coconut Spinach & Chickpeas with Lemon,"240 grams, Chickpeas (Updated)",Vegetables,240,g,"Rams, Chickpeas",g
246,Mushroom Risotto Brown Rice,"5 ml, Italian extra virgin olive oil",Oils/Fats,5,ml,Extra Virgin Olive Oil,ml
246,Mushroom Risotto Brown Rice,"200 ml, Vegetable Organic Cubes",Other,200,ml,Vegetable Organic Cubes,ml
246,Mushroom Risotto Brown Rice,"100 ml, Lighter Creme Fraiche",Dairy,100,ml,Lighter Creme Fraiche,ml
246,Mushroom Risotto Brown Rice,"90 g, Shiitake Mushrooms, Raw",Vegetables,90,g,"Shiitake Mushrooms, Raw",g
246,Mushroom Risotto Brown Rice,"90.28 g dry weight, Brown Rice, So Organic",Grains/Flour,90.28,g,"Dry Weight, Brown Rice, So Organic",g
246,Mushroom Risotto Brown Rice,"60 мл, Prosecco Doc",Alcohol/Cocktail,60,ml,Prosecco,ml
246,Mushroom Risotto Brown Rice,"190 g, Organic Chestnut Mushrooms",Vegetables,190,g,Chestnut Mushrooms,g
247,Sicilian fennel and parmesan dumplings in tomato sauce,"25 g, Dill weed, fresh",Fresh Aromatics,25,g,"Dill Weed, Fresh",g
247,Sicilian fennel and parmesan dumplings in tomato sauce,"0.50 Teaspoon, Fennel Seeds",Spices (Whole/Seeds),0.5,teaspoon,"0.50 Teaspoon, Fennel Seeds",teaspoon
247,Sicilian fennel and parmesan dumplings in tomato sauce,"0.25 tsp, Salt and Pepper",Vegetables,0.25,tsp,Salt And Pepper,tsp
247,Sicilian fennel and parmesan dumplings in tomato sauce,"10 g, Zest Lemons",Citrus/Acid,10,g,Zest Lemons,g
247,Sicilian fennel and parmesan dumplings in tomato sauce,"80 g, Sourdough",Grains/Flour,80,g,Sourdough,g
247,Sicilian fennel and parmesan dumplings in tomato sauce,"2 Tbs., Ground Flax",Spices (Powder),2,tbs,"2 Tbs., Ground Flax",tbs
247,Sicilian fennel and parmesan dumplings in tomato sauce,"0.12 tsp(s), Spices, nutmeg, ground",Spices (Powder),0.12,tsp,"Spices, Nutmeg, Ground",tsp
247,Sicilian fennel and parmesan dumplings in tomato sauce,"394 g, Fennel, bulb, raw",Vegetables,394,g,"Fennel, Bulb, Raw",g
247,Sicilian fennel and parmesan dumplings in tomato sauce,"15 g, Turkish Sultanas",Fruits,15,g,Turkish Sultanas,g
247,Sicilian fennel and parmesan dumplings in tomato sauce,"50 g, Parmesan Cheese",Dairy,50,g,Parmesan Cheese,g
247,Sicilian fennel and parmesan dumplings in tomato sauce,"2 tsp(s), 100% Rapeseed Oil",Oils/Fats,2,tsp,Rapeseed Oil,tsp
247,Sicilian fennel and parmesan dumplings in tomato sauce,"20 g, Walnut Pieces",Nuts/Coconut,20,g,Walnut Pieces,g
247,Sicilian fennel and parmesan dumplings in tomato sauce,"20 g (2oz), Basil Leaves",Fresh Aromatics,20,g (2oz),Basil Leaves,g (2oz)
248,Delicata Squash Tacos,"2 tbsp, pumpkin seed oil",Oils/Fats,2,tbsp,Pumpkin Seed Oil,tbsp
248,Delicata Squash Tacos,"1 tablespoon, Lemon Juice",Citrus/Acid,1,tablespoon,"1 Tablespoon, Lemon Juice",tablespoon
248,Delicata Squash Tacos,"180 gram, Cooked Delicata Squash",Vegetables,180,g,"Ram, Cooked Delicata Squash",g
248,Delicata Squash Tacos,"0.25 tsp, Salt",Salt/Seasonings,0.25,tsp,Salt,tsp
248,Delicata Squash Tacos,"25 gram, Goat's Cheese",Grains/Flour,25,g,"Ram, Goat's Cheese",g
248,Delicata Squash Tacos,"1 oz, Cilantro (Net Carbs)",Fresh Aromatics,28.35,g,Fresh Coriander,g
248,Delicata Squash Tacos,"1 Cup, Chopped, Red Onion",Vegetables,1,cup,"Chopped, Red Onion",cup
249,Traditional Brown Soda Bread,"1 tsp, Bicarbonate of Soda *",Other,1,tsp,Bicarbonate Of Soda *,tsp
249,Traditional Brown Soda Bread,"350 ml, Buttermilk",Oils/Fats,350,ml,Buttermilk,ml
249,Traditional Brown Soda Bread,"5.10 gram, Super Oats",Grains/Flour,5.1,g,"Ram, Super Oats",g
249,Traditional Brown Soda Bread,"1 egg (medium), Egg",Dairy,1,egg (medium),"1 Egg , Egg",egg (medium)
249,Traditional Brown Soda Bread,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
249,Traditional Brown Soda Bread,"1 tsp, Wild (Organic) Honey",Salt/Seasonings,1,tsp,Wild Honey,tsp
249,Traditional Brown Soda Bread,"200 gram, soft wheat flour",Grains/Flour,200,g,"Ram, Soft Wheat Flour",g
249,Traditional Brown Soda Bread,"100 gram, wholemeal flour",Spices (Whole/Seeds),100,g,"Ram, Wholemeal Flour",g
251,Cheesy Crumb,"12.50 g, Breadcrumbs",Alcohol/Cocktail,12.5,g,Breadcrumbs,g
251,Cheesy Crumb,"19.80 g, Grated Cheddar &amp; Mozzarella Mix - Correct",Dairy,19.8,g,Cheddar &amp; Mozzarella Mix - Correct,g
252,Brussels Sprout Risotto,"2 serving(s), Lemons - Raw, with peel",Citrus/Acid,2,serving,"Lemons - Raw, With Peel",serving
252,Brussels Sprout Risotto,"3 tsp, leaves, Spices, tarragon, dried",Other,3,tsp,"Leaves, Spices, Tarragon, Dried",tsp
252,Brussels Sprout Risotto,"2 tsp, Thyme, fresh",Fresh Aromatics,2,tsp,"Thyme, Fresh",tsp
252,Brussels Sprout Risotto,"500 ml, Vegetable Organic Cubes",Other,500,ml,Vegetable Organic Cubes,ml
252,Brussels Sprout Risotto,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
252,Brussels Sprout Risotto,"1 tbsp, ground, Black pepper",Spices (Powder),1,tbsp,"Ground, Black Pepper",tbsp
252,Brussels Sprout Risotto,"150 g, Kalettes",Vegetables,150,g,Kalettes,g
252,Brussels Sprout Risotto,"200 g, Onions - Raw",Vegetables,200,g,Onions - Raw,g
252,Brussels Sprout Risotto,"4 serving (75g), Italian Risotto Rice",Grains/Flour,4,serving (75g),Italian Risotto Rice,serving (75g)
252,Brussels Sprout Risotto,"399.50 g, Brussels Sprouts",Other,399.5,g,Brussels Sprouts,g
252,Brussels Sprout Risotto,"50 g, Dolcelatte",Other,50,g,Dolcelatte,g
252,Brussels Sprout Risotto,"15 gram, Butter",Oils/Fats,15,g,"Ram, Butter",g
252,Brussels Sprout Risotto,"3 clove, Garlic",Fresh Aromatics,3,clove,Garlic,clove
252,Brussels Sprout Risotto,"5 mil, Olive Oil",Oils/Fats,5,mil,"5 Mil, Olive Oil",mil
252,Brussels Sprout Risotto,"30 g, Parmigiano Reggiano Cheese",Dairy,30,g,Parmigiano Reggiano Cheese,g
252,Brussels Sprout Risotto,"125 ml, White Wine",Citrus/Acid,125,ml,White Wine Vinegar,ml
253,Miso Tare,"50 gram, Korean Hot Red Pepper Paste",Vegetables,50,g,"Ram, Korean Hot Red Pepper Paste",g
253,Miso Tare,"20.20 mls, sweet rice seasoning",Grains/Flour,20.2,mls,"S, Sweet Rice Seasoning",mls
253,Miso Tare,"1 tsp., Crushed Red Chili Pepper Flakes",Vegetables,1,tsp,Crushed Red Chili Pepper Flakes,tsp
253,Miso Tare,"30 g (1 medium), Scallions or Spring Onions, Raw",Fresh Aromatics,30,g (1 medium),"Scallions Or Spring Onions, Raw",g (1 medium)
253,Miso Tare,"2 clove, Garlic",Fresh Aromatics,2,clove,Garlic,clove
253,Miso Tare,"75 g, Organic Miso Paste (info copied from label)",Other,75,g,Miso Paste,g
253,Miso Tare,"10 g, Ginger",Fresh Aromatics,10,g,Fresh Ginger,g
254,Spicey Turmeric Oil,"2 Tablespoon (16 g), White Miso",Other,2,tablespoon (16 g),"2 Tablespoon , White Miso",tablespoon (16 g)
254,Spicey Turmeric Oil,"3 tbsp, Sesame seeds",Spices (Whole/Seeds),3,tbsp,Sesame Seeds,tbsp
254,Spicey Turmeric Oil,"2 tsp, Ginger root - Raw",Fresh Aromatics,2,tsp,Fresh Ginger,tsp
254,Spicey Turmeric Oil,"5 grams, Turmeric Powder",Spices (Powder),5,g,"Rams, Turmeric Powder",g
254,Spicey Turmeric Oil,"2 tbsp(s), Hot Paprika",Spices (Powder),2,tbsp,Hot Paprika,tbsp
254,Spicey Turmeric Oil,"60 ml, 100% Rapeseed Oil",Oils/Fats,60,ml,Rapeseed Oil,ml
254,Spicey Turmeric Oil,"2 tbsp, red pepper flakes",Vegetables,2,tbsp,Red Pepper Flakes,tbsp
254,Spicey Turmeric Oil,"20 ml, White Rice Vinegar",Grains/Flour,20,ml,White Rice Vinegar,ml
254,Spicey Turmeric Oil,"1 tablespoon, Sugar",Salt/Seasonings,1,tablespoon,"1 Tablespoon, Sugar",tablespoon
254,Spicey Turmeric Oil,"20 ml, blue dragon seasame oil",Oils/Fats,20,ml,Blue Dragon Seasame Oil,ml
255,Curried Chickpea Pancakes Chutney,"0.25 cup, Coriander Fresh",Other,0.25,cup,Coriander Fresh,cup
255,Curried Chickpea Pancakes Chutney,"0.12 tsp, unpacked, Brown sugar",Salt/Seasonings,0.12,tsp,"Unpacked, Brown Sugar",tsp
255,Curried Chickpea Pancakes Chutney,"1 lime (2Tbsp), Juice of Lime",Citrus/Acid,1,lime (2tbsp),Lime Juice,lime (2tbsp)
255,Curried Chickpea Pancakes Chutney,"1 g, Medium Green Chillies",Other,1,g,Medium Green Chillies,g
255,Curried Chickpea Pancakes Chutney,"0.06 tsp, Salt",Salt/Seasonings,0.06,tsp,Salt,tsp
255,Curried Chickpea Pancakes Chutney,"0.50 tsp, Mint",Fresh Aromatics,0.5,tsp,Mint,tsp
256,Curied Tomato Tortellini Soup,"3 clove, Garlic",Fresh Aromatics,3,clove,Garlic,clove
256,Curied Tomato Tortellini Soup,"10 mil, Olive Oil",Oils/Fats,10,mil,"10 Mil, Olive Oil",mil
256,Curied Tomato Tortellini Soup,"0.75 t (2.3 g), Paprika, Sweet, Smoked",Spices (Powder),0.75,t (2.3 g),"0.75 T , Paprika, Sweet, Smoked",t (2.3 g)
256,Curied Tomato Tortellini Soup,"100 g, So Organic, Baby Leaf Spinach",Vegetables,100,g,"So Organic, Baby Leaf Spinach",g
256,Curied Tomato Tortellini Soup,"2.50 tsp(s), Curry powder",Spices (Powder),2.5,tsp,Curry Powder,tsp
256,Curied Tomato Tortellini Soup,"150 g, Red Lentils (Dried)",Legumes/Dals,150,g,Red Lentils,g
256,Curied Tomato Tortellini Soup,"0.50 tsp(s), Spices, turmeric, ground",Spices (Powder),0.5,tsp,Ground Turmeric,tsp
256,Curied Tomato Tortellini Soup,"250 g, aubergine and mozzarella tortellini",Other,250,g,Aubergine and Mozzarella Tortellini,g
256,Curied Tomato Tortellini Soup,"1 g, Onion",Vegetables,1,g,Onion,g
256,Curied Tomato Tortellini Soup,"4 cup (8 fl oz), Water",Liquids,4,cup (8 fl oz),Water,cup (8 fl oz)
256,Curied Tomato Tortellini Soup,"9 g, Red Chile",Other,9,g,Red Chile,g
256,Curied Tomato Tortellini Soup,"1 tsp, Pure Sea Salt - Fine Grain",Salt/Seasonings,1,tsp,Sea Salt - Fine Grain,tsp
256,Curied Tomato Tortellini Soup,"28 oz, Tomatoes",Vegetables,793.8,g,Tomatoes,g
257,Spinach Mushroom Lasagna,"4 clove, Garlic",Fresh Aromatics,4,clove,Garlic,clove
257,Spinach Mushroom Lasagna,"300 g, Cottage Cheese",Dairy,300,g,Cottage Cheese,g
257,Spinach Mushroom Lasagna,"1 cup, chopped, Onions, raw",Vegetables,1,cup,"Chopped, Onions, Raw",cup
257,Spinach Mushroom Lasagna,"500 g, Mushrooms",Vegetables,500,g,Mushrooms,g
257,Spinach Mushroom Lasagna,"1 TBSP, Fresh Basil",Fresh Aromatics,1,tbsp,Basil,tbsp
257,Spinach Mushroom Lasagna,"35 gram, Swiss reserve  Gruyere  AOP",Dairy,35,g,"Ram, Swiss Reserve Gruyere Aop",g
257,Spinach Mushroom Lasagna,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
257,Spinach Mushroom Lasagna,"300 grams, Lasagna Sheet Actual",Other,300,g,"Rams, Lasagna Sheet Actual",g
257,Spinach Mushroom Lasagna,"70 g, Spinach",Vegetables,70,g,Spinach,g
257,Spinach Mushroom Lasagna,"70 g, Vintage Reserve Cheddar",Dairy,70,g,Vintage Reserve Cheddar,g
258,Ravioli  & Roasted Tomatoes,"0.50 Tbsp, Olive Oil",Oils/Fats,0.5,tbsp,Olive Oil,tbsp
258,Ravioli  & Roasted Tomatoes,"2 tsp., Capers",Other,2,tsp,Capers,tsp
258,Ravioli  & Roasted Tomatoes,"250 g, Aubergine Mozzarella &amp; Roasted Tomato Ravioli",Other,250,g,Aubergine Mozzarella & Roasted Tomato Ravioli,g
258,Ravioli  & Roasted Tomatoes,"250 g, Plum Vine Sundream Tomatoes, Taste the Difference",Vegetables,250,g,"Plum Vine Sundream Tomatoes, Taste The Difference",g
258,Ravioli  & Roasted Tomatoes,"0.25 tsp, Salt",Salt/Seasonings,0.25,tsp,Salt,tsp
258,Ravioli  & Roasted Tomatoes,"0.25 tsp, unpacked, Brown sugar",Salt/Seasonings,0.25,tsp,"Unpacked, Brown Sugar",tsp
258,Ravioli  & Roasted Tomatoes,"2 tbsp, Basil, fresh",Fresh Aromatics,2,tbsp,"Basil, Fresh",tbsp
260,Curried Chickpea Pancakes Filling,"0.06 tsp(s), Salt and Pepper",Vegetables,0.06,tsp,Salt And Pepper,tsp
260,Curried Chickpea Pancakes Filling,"1 tsp, Coriander, Ground",Spices (Powder),1,tsp,"Coriander, Ground",tsp
260,Curried Chickpea Pancakes Filling,"122 g, Raw Onion",Vegetables,122,g,Onion,g
260,Curried Chickpea Pancakes Filling,"2 tsp, Garam Masala",Spices (Powder),2,tsp,Garam Masala,tsp
260,Curried Chickpea Pancakes Filling,"5 g, ktc",Other,5,g,Ktc,g
260,Curried Chickpea Pancakes Filling,"1 cup, Cilantro",Fresh Aromatics,1,cup,Fresh Coriander,cup
260,Curried Chickpea Pancakes Filling,"1 tsp, Black Mustard Seeds",Spices (Whole/Seeds),1,tsp,Black Mustard Seeds,tsp
260,Curried Chickpea Pancakes Filling,"240 grams, Chickpeas (Updated)",Vegetables,240,g,"Rams, Chickpeas",g
260,Curried Chickpea Pancakes Filling,"2 cup, Raw Baby Spinach (Use)",Vegetables,2,cup,Baby Spinach,cup
260,Curried Chickpea Pancakes Filling,"0.50 lemon, Juice of Half of A Lemon (1/2 of A Lemon)",Citrus/Acid,0.5,lemon,"Emon, Juice Of Half Of A Lemon",lemon
260,Curried Chickpea Pancakes Filling,"4 tsp., Chilli Powder (Spice)",Spices (Powder),4,tsp,Chilli Powder,tsp
260,Curried Chickpea Pancakes Filling,"15 g, Ginger root - Raw",Fresh Aromatics,15,g,Fresh Ginger,g
260,Curried Chickpea Pancakes Filling,"1.00 gram, Turmeric Powder (1 Tsp)",Spices (Powder),1,g,"Ram, Turmeric Powder",g
260,Curried Chickpea Pancakes Filling,"3 cloves, Garlic Cloves (Nutritiondata.Self.Com)",Fresh Aromatics,3,clove,Garlic,clove
260,Curried Chickpea Pancakes Filling,"1 tsp, Cumin_ 1 Tsp",Spices (Powder),1,tsp,Cumin_ 1 Tsp,tsp
260,Curried Chickpea Pancakes Filling,"0.12 container (200.00 g), Red Chillies",Other,0.12,container (200.00 g),"0.12 Container , Red Chillies",container (200.00 g)
260,Curried Chickpea Pancakes Filling,"100 ml, Coconut Milk Canned",Nuts/Coconut,100,ml,Coconut Milk Canned,ml
260,Curried Chickpea Pancakes Filling,"0.50 sprig, curry leaves",Fresh Aromatics,0.5,sprig,Curry Leaves,sprig
261,Chilli Pasta Bake,"1 clove, Garlic",Fresh Aromatics,1,clove,Garlic,clove
261,Chilli Pasta Bake,"25 g, Vintage Reserve Cornish Quartz Cheddar",Vegetables,25,g,Vintage Reserve Cornish Quartz Cheddar,g
261,Chilli Pasta Bake,"150 gram, Penne",Grains/Flour,150,g,"Ram, Penne",g
261,Chilli Pasta Bake,"25 g, Panko Bread Crumbs",Other,25,g,Panko Bread Crumbs,g
261,Chilli Pasta Bake,"130 g, Total 0% Greek Yoghurt 2020",Dairy,130,g,Total 0% Greek Yoghurt 2020,g
261,Chilli Pasta Bake,"2.50 g, Le&nbsp;Grêt&nbsp;Gruyère&nbsp;AOP",Other,2.5,g,Le&nbsp;grêt&nbsp;gruyère&nbsp;aop,g
262,Rice Noodles And Green Veg,"80 gram, rice vermicelli noodle nest",Grains/Flour,80,g,"Ram, Rice Vermicelli Noodle Nest",g
262,Rice Noodles And Green Veg,"100 g, British Shallots",Fresh Aromatics,100,g,British Shallots,g
262,Rice Noodles And Green Veg,"70 g, Spring Onions",Fresh Aromatics,70,g,Spring Onions,g
262,Rice Noodles And Green Veg,"5 ml, blue dragon seasame oil",Oils/Fats,5,ml,Blue Dragon Seasame Oil,ml
262,Rice Noodles And Green Veg,"112 gram, Baby Broad Beans (frozen, 650g bag)",Vegetables,112,g,"Ram, Baby Broad Beans",g
262,Rice Noodles And Green Veg,"25 g, Trimmed Fine Green Beans.",Vegetables,25,g,Trimmed Fine Green Beans.,g
262,Rice Noodles And Green Veg,"10 ml, White Rice Vinegar",Grains/Flour,10,ml,White Rice Vinegar,ml
262,Rice Noodles And Green Veg,"1 tbs, Vegetable Oil",Oils/Fats,1,tbs,"1 Tbs, Vegetable Oil",tbs
262,Rice Noodles And Green Veg,"0.12 cup, Seeds, sesame seeds, whole, dried",Spices (Whole/Seeds),0.12,cup,"Seeds, Sesame Seeds, Whole, Dried",cup
263,Ottolenghi mango and curried chickpea salad,"1 tsp(s), Curry powder",Spices (Powder),1,tsp,Curry Powder,tsp
263,Ottolenghi mango and curried chickpea salad,"0.20 g, Sugar",Salt/Seasonings,0.2,g,Sugar,g
263,Ottolenghi mango and curried chickpea salad,"1 tsp, Black Mustard Seeds",Spices (Whole/Seeds),1,tsp,Black Mustard Seeds,tsp
263,Ottolenghi mango and curried chickpea salad,"2 tsp, Bicarbonate of Soda",Other,2,tsp,Bicarbonate Of Soda,tsp
263,Ottolenghi mango and curried chickpea salad,"200 g, White Onion Raw",Vegetables,200,g,White Onion Raw,g
263,Ottolenghi mango and curried chickpea salad,"150 g (raw), Dried Chickpeas Dd",Vegetables,150,g (raw),Dried Chickpeas Dd,g (raw)
263,Ottolenghi mango and curried chickpea salad,"1 Tsp (8 grams), Whole Cumin Seeds",Spices (Whole/Seeds),1,tsp (8 g),Whole Cumin Seeds,tsp (8 g)
263,Ottolenghi mango and curried chickpea salad,"1 teaspoon, Organic turmeric powder",Spices (Powder),1,teaspoon,"1 Teaspoon, Organic Turmeric Powder",teaspoon
263,Ottolenghi mango and curried chickpea salad,"50 g, Baby Spinach Leaves",Vegetables,50,g,Baby Spinach Leaves,g
263,Ottolenghi mango and curried chickpea salad,"400 g, Cauliflower",Vegetables,400,g,Cauliflower,g
263,Ottolenghi mango and curried chickpea salad,"1 chili, Whole Green Chili",Spices (Whole/Seeds),1,chili,Fresh Green Chillies,Whole
263,Ottolenghi mango and curried chickpea salad,"1 tsp(s), Corriander",Other,1,tsp,Corriander,tsp
263,Ottolenghi mango and curried chickpea salad,"0.25 cup, Coriander Fresh",Other,0.25,cup,Coriander Fresh,cup
263,Ottolenghi mango and curried chickpea salad,"30 ml, 100% Rapeseed Oil",Oils/Fats,30,ml,Rapeseed Oil,ml
263,Ottolenghi mango and curried chickpea salad,"1.78 container (320 g), Frozen Mango",Fruits,1.78,container (320 g),"1.78 Container , Frozen Mango",container (320 g)
263,Ottolenghi mango and curried chickpea salad,"3 tbsp(s), Lime Juice",Citrus/Acid,3,tbsp,Lime Juice,tbsp
264,Tiramisu,"30 ml, Rum",Alcohol/Cocktail,30,ml,Dark Rum,ml
264,Tiramisu,"75 grams, Granulated",Other,75,g,"Rams, Granulated",g
264,Tiramisu,"4 large, Egg",Dairy,4,large,"Arge, Egg",large
264,Tiramisu,"1.60 oz, - Decaf",Other,45.36,g,- Decaf,g
264,Tiramisu,"400 g, Mascarpone Cheese",Dairy,400,g,Mascarpone Cheese,g
264,Tiramisu,"200 g, Savoiardi Italian Sponge Fingers",Other,200,g,Savoiardi Italian Sponge Fingers,g
264,Tiramisu,"3 teaspoon, Cocoa Powder",Spices (Powder),3,teaspoon,"3 Teaspoon, Cocoa Powder",teaspoon
264,Tiramisu,"3 egg, Egg Whites",Dairy,3,egg,"3 Egg, Egg Whites",egg
265,Marion’s Coffee,"1 capsule, Capsule",Other,1,capsule,"1 Capsule, Capsule",capsule
265,Marion’s Coffee,"10 ml, Almond Milk (Unsweetened)",Dairy,10,ml,Almond Milk,ml
266,"Stewed broad beans, peas and gem lettuce recipe","3 clove, Garlic",Fresh Aromatics,3,clove,Garlic,clove
266,"Stewed broad beans, peas and gem lettuce recipe","4 Tbsp, Olive Oil",Oils/Fats,4,tbsp,Olive Oil,tbsp
266,"Stewed broad beans, peas and gem lettuce recipe","350.00 milliliter, Vegetable Stock",Liquids,350,milliliter,Vegetable Stock,milliliter
266,"Stewed broad beans, peas and gem lettuce recipe","376 gram, Baby Broad Beans (frozen, 650g bag)",Vegetables,376,g,"Ram, Baby Broad Beans",g
266,"Stewed broad beans, peas and gem lettuce recipe","75 g, Spring Onions",Fresh Aromatics,75,g,Spring Onions,g
266,"Stewed broad beans, peas and gem lettuce recipe","2 tablespoons, Fresh Mint",Fresh Aromatics,2,tablespoons,"2 Tablespoons, Fresh Mint",tablespoons
266,"Stewed broad beans, peas and gem lettuce recipe","250 g, Garden Peas (Mw)",Vegetables,250,g,Garden Peas,g
266,"Stewed broad beans, peas and gem lettuce recipe","3 g, Raw 300 g",Other,3,g,300 G,g
266,"Stewed broad beans, peas and gem lettuce recipe","1 tbsp, Salt and Pepper",Vegetables,1,tbsp,Salt And Pepper,tbsp
266,"Stewed broad beans, peas and gem lettuce recipe","1 tsp, Thyme, fresh",Fresh Aromatics,1,tsp,"Thyme, Fresh",tsp
267,Vegan Enchiladas With Sweet Potato Sauce,"230.00 g, Cannellini Beans In Water",Vegetables,230,g,Cannellini Beans In Water,g
267,Vegan Enchiladas With Sweet Potato Sauce,"1 lemon yields, Lemon juice, raw",Citrus/Acid,1,lemon,"Emon Yields, Lemon Juice, Raw",lemon
267,Vegan Enchiladas With Sweet Potato Sauce,"1.50 cup, Coriander (cilantro) leaves, raw",Fresh Aromatics,1.5,cup,"Coriander Leaves, Raw",cup
267,Vegan Enchiladas With Sweet Potato Sauce,"1 tsp(s), Extra Virgin Olive Oil",Oils/Fats,1,tsp,Extra Virgin Olive Oil,tsp
267,Vegan Enchiladas With Sweet Potato Sauce,"2 clove, Garlic",Fresh Aromatics,2,clove,Garlic,clove
267,Vegan Enchiladas With Sweet Potato Sauce,"0.22 kg(s), Sweet potato",Vegetables,0.22,kg,Sweet Potato,kg
267,Vegan Enchiladas With Sweet Potato Sauce,"230.00 g, Black Beans In Water",Vegetables,230,g,Black Beans In Water,g
267,Vegan Enchiladas With Sweet Potato Sauce,"0.50 tsp ( 2g), Turmeric Powder",Spices (Powder),0.5,tsp ( 2g),Ground Turmeric,tsp ( 2g)
267,Vegan Enchiladas With Sweet Potato Sauce,"1 tablespoon, Old El Paso Taco Seasoning",Other,1,tablespoon,"1 Tablespoon, Old El Paso Taco Seasoning",tablespoon
267,Vegan Enchiladas With Sweet Potato Sauce,"1 tbsp, Olive Oil",Oils/Fats,1,tbsp,Olive Oil,tbsp
267,Vegan Enchiladas With Sweet Potato Sauce,"0.80 tsp, Salt",Salt/Seasonings,0.8,tsp,Salt,tsp
267,Vegan Enchiladas With Sweet Potato Sauce,"73 g, Pitted Black Olives",Fruits,73,g,Pitted Black Olives,g
267,Vegan Enchiladas With Sweet Potato Sauce,"500 g, Butternut Squash, Raw",Oils/Fats,500,g,"Butternut Squash, Raw",g
267,Vegan Enchiladas With Sweet Potato Sauce,"40 g, Flaked Almonds (2020)",Nuts/Coconut,40,g,Flaked Almonds,g
267,Vegan Enchiladas With Sweet Potato Sauce,"40 gram, Organic Tahini (Updated)",Fruits,40,g,"Ram, Organic Tahini",g
268,Vegan Chile Colorado Recipe on Food52,"2 tsp., Bay Leaves",Other,2,tsp,Bay Leaves,tsp
